style_simple,full_name,beer_name_full,abv,min_ibu,max_ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
IPA,Southern Tier Brewing Company Unearthly (Imperial India Pale Ale),Southern Tier Brewing Company Unearthly (Imperial India Pale Ale),9.5,65,100,17,46,23,61,64,51,1,74,100,10,50,4.120424,4.11368,4.078998,4.148844,4.01975,1038
IPA,Lagunitas Brewing Company A Little Sumpin' Extra! Ale,Lagunitas Brewing Company A Little Sumpin' Extra! Ale,8.7,65,100,12,39,21,53,48,51,0,67,69,3,40,4.177711,4.152108,4.048193,4.141566,4.134036,332
IPA,Odell Brewing Company Myrcenary Double IPA,Odell Brewing Company Myrcenary Double IPA,9.3,65,100,9,50,30,56,37,42,0,71,97,1,25,4.279456,4.123867,4.128399,4.321752,4.26284,331
IPA,Oskar Blues Grill & Brew GUBNA Imperial IPA,Oskar Blues Grill & Brew GUBNA Imperial IPA,10,65,100,13,33,22,70,52,57,1,81,93,7,53,3.772006,3.950216,3.807359,3.638528,3.515873,693
IPA,Ballast Point Brewing Company Dorado Double IPA,Ballast Point Brewing Company Dorado Double IPA,10,65,100,11,34,18,67,57,72,2,92,89,3,47,4.251534,4.145706,4.130368,4.245399,4.142638,326
IPA,Dark Horse Brewing Company Dark Horse Double Crooked Tree IPA,Dark Horse Brewing Company Dark Horse Double Crooked Tree IPA,12,65,100,9,42,42,54,58,24,0,33,65,6,74,4.089838,3.97349,4.074374,4.189249,4.015464,679
IPA,Great Lakes Brewing Company Great Lakes Lake Erie Monster,Great Lakes Brewing Company Great Lakes Lake Erie Monster,9.5,65,100,20,38,22,80,61,68,1,77,100,4,60,3.893004,4.067901,4.007202,3.984568,3.924897,486
IPA,Green Flash Brewing Co. Green Flash Imperial India Pale Ale,Green Flash Brewing Co. Green Flash Imperial India Pale Ale,9,65,100,17,43,23,92,60,57,4,70,128,3,61,4.133005,4.120074,4,4.036946,3.971675,812
IPA,Deschutes Brewery Hop Henge Experimental IPA,Deschutes Brewery Hop Henge Experimental IPA,8.3,65,100,17,49,23,65,54,89,1,117,92,5,42,4.06993,4.174825,4.026224,4.086538,4.053322,572
IPA,Lawson's Finest Liquids Double Sunshine IPA,Lawson's Finest Liquids Double Sunshine IPA,8,65,100,17,32,23,82,54,67,1,109,102,4,30,4.594118,4.317647,4.311765,4.552941,4.588235,85
IPA,Stone Brewing Co. Stone Ruination IPA,Stone Brewing Co. Stone Ruination IPA,8.5,65,100,21,37,25,95,50,55,0,83,135,0,26,4.341531,4.179179,4.183432,4.351331,4.161612,2704
IPA,Lagunitas Brewing Company Waldos' Special Ale,Lagunitas Brewing Company Waldos' Special Ale,11.7,65,100,12,33,40,72,86,53,1,69,102,13,55,4.3,3.9,3.8,3.8,3.7,5
IPA,Fat Heads Brewery & Saloon Hop JuJu Imperial IPA,Fat Heads Brewery & Saloon Hop JuJu Imperial IPA,9,65,100,9,13,18,67,25,48,0,66,96,5,13,4.305556,4.083333,4.138889,4.222222,4.027778,18
IPA,Breckenridge Brewery 471 IPA,Breckenridge Brewery 471 IPA,9.2,65,100,6,19,25,38,45,30,0,46,47,3,36,3.863376,3.938484,3.89485,3.912732,3.901288,699
IPA,The Alchemist Heady Topper,The Alchemist Heady Topper,8,50,70,16,42,18,91,40,55,0,76,117,2,30,4.660981,4.163113,4.405117,4.608742,4.6258,469
IPA,Hill Farmstead Brewery Abner Imperial IPA,Hill Farmstead Brewery Abner Imperial IPA,8.2,50,70,25,30,8,68,50,79,0,139,88,3,24,4.413636,4.181818,4.263636,4.463636,4.431818,110
IPA,Hill Farmstead Brewery Ephraim,Hill Farmstead Brewery Ephraim,10,50,70,17,31,14,68,32,49,1,58,91,7,29,4.566434,4.304196,4.34965,4.48951,4.433566,143
IPA,Fiddlehead Brewing Company IPA,Fiddlehead Brewing Company IPA,6.2,50,70,42,45,3,55,51,83,2,130,71,5,30,4,4,4,4.25,4.25,2
Pale Ale,Goose Island Beer Co. Summertime,Goose Island Beer Co. Summertime,5,18,25,28,33,7,33,38,37,1,45,54,4,57,3.408873,3.508393,3.521583,3.539568,3.857314,417
Pale Ale,Brauerei Heinrich Reissdorf Reissdorf Kölsch,Brauerei Heinrich Reissdorf Reissdorf Kölsch,4.8,18,25,36,34,4,32,22,9,8,7,58,12,87,3.59144,3.787938,3.807393,3.848249,4.101167,514
Pale Ale,Privatbrauerei Gaffel Becker & Co. Gaffel Kölsch,Privatbrauerei Gaffel Becker & Co. Gaffel Kölsch,4.8,18,25,32,25,6,29,19,18,1,16,50,2,45,3.427817,3.691901,3.697183,3.621479,3.93838,284
Pale Ale,Saint Arnold Brewing Company Saint Arnold Fancy Lawnmower,Saint Arnold Brewing Company Saint Arnold Fancy Lawnmower,4.9,18,25,31,20,11,29,30,26,1,17,51,0,27,3.371041,3.479638,3.635747,3.581448,3.925339,221
Pale Ale,Boston Beer Company (Samuel Adams) Samuel Adams East-West Kölsch,Boston Beer Company (Samuel Adams) Samuel Adams East-West Kölsch,5.01,18,25,30,39,4,42,38,24,5,32,74,11,74,3.524096,3.716867,3.785141,3.678715,3.704819,249
Pale Ale,New Holland Brewing Company New Holland Full Circle,New Holland Brewing Company New Holland Full Circle,4.9,18,25,39,44,9,25,41,29,5,29,36,4,53,3.480583,3.529126,3.703883,3.63835,3.881068,206
Pale Ale,Saint Arnold Brewing Company Saint Arnold Santo,Saint Arnold Brewing Company Saint Arnold Santo,4.7,18,25,16,41,4,24,26,6,0,5,30,5,68,3.16,3.62,3.4,3.12,3.16,25
Pale Ale,Three Floyds Brewing Co. & Brewpub Calumet Queen,Three Floyds Brewing Co. & Brewpub Calumet Queen,5,18,25,34,40,10,34,29,35,3,36,64,6,61,3.65,3.725,3.675,3.7,3.95,20
Pale Ale,Brauerei Früh Am Dom Früh Kolsch,Brauerei Früh Am Dom Früh Kolsch,4.8,18,25,25,34,11,30,47,35,1,38,73,12,83,3.717742,3.741935,3.75,3.91129,4.16129,62
Pale Ale,Gebr. Sünner GmbH & Co. KG Sünner Kölsch,Gebr. Sünner GmbH & Co. KG Sünner Kölsch,4.8,18,25,37,32,12,34,33,30,3,39,71,4,69,3.607759,3.702586,3.74569,3.732759,4.051724,116
Pale Ale,Captain Lawrence Brewing Co. Captain's Kölsch,Captain Lawrence Brewing Co. Captain's Kölsch,4.8,18,25,32,34,5,45,37,40,4,41,64,9,54,3.841463,3.987805,4.134146,3.987805,4.341463,41
Pale Ale,"Pyramid Breweries, Inc. Curve Ball Blonde Ale","Pyramid Breweries, Inc. Curve Ball Blonde Ale",5,18,25,19,27,3,32,33,25,3,33,50,2,72,3.1425,3.215,3.255,3.235,3.53,200
Pale Ale,Matt Brewing Company Saranac Kölsch,Matt Brewing Company Saranac Kölsch,5,18,25,35,42,8,32,52,35,5,41,50,3,71,3.069536,3.410596,3.321192,3.13245,3.466887,151
Pale Ale,Sierra Nevada Brewing Co. Sierra Nevada Kölsch Style Ale,Sierra Nevada Brewing Co. Sierra Nevada Kölsch Style Ale,5,18,25,40,33,6,38,29,45,5,51,68,13,58,3.555556,4.111111,3.944444,3.888889,4.444444,9
Pale Ale,Metropolitan Brewing Krankshaft Kölsch,Metropolitan Brewing Krankshaft Kölsch,5,18,25,45,21,4,36,37,49,5,44,48,6,70,3.701754,3.833333,3.921053,3.842105,4.122807,57
Pale Ale,COAST Brewing Company 32/50,COAST Brewing Company 32/50,4.8,18,25,30,39,3,32,46,34,3,41,61,9,91,4.016484,4.076923,4.126374,4.241758,4.516484,91
Pale Ale,Stoudts Brewing Co. Karnival Kolsch,Stoudts Brewing Co. Karnival Kolsch,4.8,18,25,39,38,10,41,26,35,1,42,69,12,69,3.693966,3.896552,3.905172,3.866379,4.081897,116
Pale Ale,Mother Earth Brewing Endless River,Mother Earth Brewing Endless River,4.9,18,25,40,27,5,18,35,37,4,33,41,4,56,3.610169,3.79661,3.889831,3.771186,3.983051,59
Pale Ale,Beau's All Natural Brewing Company Lug Tread Lagered Ale,Beau's All Natural Brewing Company Lug Tread Lagered Ale,5.2,18,25,39,24,2,21,25,19,4,19,37,0,56,3.591667,3.675,3.808333,3.733333,3.925,60
Pale Ale,D.L. Geary Brewing Company Geary's Summer Ale,D.L. Geary Brewing Company Geary's Summer Ale,6,18,25,29,55,17,50,47,41,0,30,76,7,88,3.493976,3.668675,3.662651,3.671687,3.740964,166
Pale Ale,Lancaster Brewing Company Lancaster Kölsch,Lancaster Brewing Company Lancaster Kölsch,4.8,18,25,24,28,5,37,25,34,0,40,70,7,50,3.75,3.802083,3.75,3.760417,3.96875,48
Pale Ale,Genesee Brewing Co. / Dundee Brewing Co. Dundee Kolsch Style Ale,Genesee Brewing Co. / Dundee Brewing Co. Dundee Kolsch Style Ale,5.1,18,25,19,34,12,40,59,46,3,47,60,13,85,3.391753,3.546392,3.484536,3.43299,3.64433,97
Pale Ale,Blue Mountain Brewery Kölsch 151,Blue Mountain Brewery Kölsch 151,5,18,25,27,25,4,34,20,16,4,23,47,5,39,3.5,3.8125,3.875,3.84375,4.125,16
Pale Ale,Uinta Brewing Company HooDoo,Uinta Brewing Company HooDoo,4,18,25,27,55,16,43,45,37,2,43,62,7,93,3.5,3.875,3.75,3.875,4,4
Pale Ale,Spoetzl Brewery Shiner Kölsch,Spoetzl Brewery Shiner Kölsch,4.9,18,25,44,39,5,46,58,37,1,39,69,6,64,3.185185,3.41358,3.54321,3.5,3.82716,81
Pale Ale,French Broad Brewing Co. Gateway Kolsch,French Broad Brewing Co. Gateway Kolsch,5.3,18,25,35,31,5,30,30,15,1,22,54,4,47,3.635135,3.689189,3.77027,3.72973,4.027027,37
Pale Ale,Berkshire Brewing Company Inc. Gold Spike Ale,Berkshire Brewing Company Inc. Gold Spike Ale,4.2,18,25,45,36,9,30,34,31,3,32,60,13,58,3.479452,3.732877,3.746575,3.678082,3.952055,73
Pale Ale,Short's Brewing Company Kolsch 45,Short's Brewing Company Kolsch 45,6.5,18,25,32,47,22,66,51,59,4,78,81,19,100,3.75,4.083333,4.166667,4.25,4.25,6
Pale Ale,Rock Bottom Restaurant & Brewery Kolsch,Rock Bottom Restaurant & Brewery Kolsch,4.83,18,25,29,31,2,29,16,18,0,18,39,0,45,3.4375,4,4.125,3.75,3.9375,8
Pale Ale,Big Boss Brewing Angry Angel Kolsch,Big Boss Brewing Angry Angel Kolsch,4.5,18,25,42,44,9,58,36,42,2,43,68,6,56,3.413793,3.465517,3.637931,3.560345,3.853448,58
Pale Ale,Trader Joe's Brewing Company Josephs Brau Summer Brew,Trader Joe's Brewing Company Josephs Brau Summer Brew,4.8,18,25,22,40,2,38,30,32,6,37,55,4,79,3.010638,3.287234,3.255319,3.021277,3.329787,47
Pale Ale,Four Peaks Brewing Company Sunbru Kölsch-Style Ale,Four Peaks Brewing Company Sunbru Kölsch-Style Ale,5.2,18,25,20,29,5,32,44,35,2,31,43,4,80,3.365385,3.673077,3.5,3.461538,3.692308,26
Specialty,Ochakovo Ochakovskiy Kvass,Ochakovo Ochakovskiy Kvass,2,0,0,5,49,15,28,92,23,0,34,9,7,92,2.961538,3.307692,2.723077,2.676923,2.661538,65
Specialty,All Stars Bakery Kvas,All Stars Bakery Kvas,0.5,0,0,14,42,10,22,109,47,0,49,7,8,128,3.115385,3.653846,3.615385,3.634615,3.461538,26
Specialty,Monastyrskiy Kvas Monastyrskiy Kvas,Monastyrskiy Kvas Monastyrskiy Kvas,1.5,0,0,8,34,4,15,84,16,1,33,14,7,68,3.1875,2.9375,2.8125,3.0625,3.0625,8
Specialty,Beaver Brewing Company Kvass,Beaver Brewing Company Kvass,2,0,0,13,19,12,11,35,44,0,43,17,4,42,3.59375,3.875,3.6875,3.6875,3.75,16
Specialty,Baltika Breweries Khlebny Kray,Baltika Breweries Khlebny Kray,1.2,0,0,8,32,4,17,89,17,0,42,5,7,71,3.066667,3.466667,2.6,2.9,2.433333,15
Specialty,Deka Brewery Nicola,Deka Brewery Nicola,1.2,0,0,6,21,3,8,55,10,0,18,1,4,62,3.3,3.35,3.15,3.3,3.05,10
Specialty,Slavutych Brewery Kvas Taras,Slavutych Brewery Kvas Taras,1.2,0,0,5,22,9,6,71,25,0,30,5,2,86,3.714286,3.428571,3.285714,3.5,3.428571,7
Specialty,Gubernija Brewery Gubernija Duonos Gira Kvass,Gubernija Brewery Gubernija Duonos Gira Kvass,0.5,0,0,9,15,2,5,56,24,0,16,4,1,48,3.125,3.25,2.75,2.875,2.75,4
Specialty,Monastyrskiy Kvas Monastyrskiy Okroshka Kvas,Monastyrskiy Kvas Monastyrskiy Okroshka Kvas,1.5,0,0,11,15,4,7,38,12,1,8,2,0,37,3.5,3.25,2.875,3.625,3.625,4
Specialty,Tempo Beer Industries LTD Nesher Malt,Tempo Beer Industries LTD Nesher Malt,1.5,0,0,1,10,4,10,35,0,0,2,5,0,38,3,3.25,3.25,2.5,2.75,2
Specialty,Obolon Brewery Obolon Kwas Chlebowy,Obolon Brewery Obolon Kwas Chlebowy,1.5,0,0,7,21,2,14,47,12,0,18,3,3,72,3.357143,3.071429,2.642857,3.071429,3.285714,7
Specialty,Pivovarinniy Zavod Samko Krushka & Bochka Kvass,Pivovarinniy Zavod Samko Krushka & Bochka Kvass,1.5,0,0,2,7,2,4,23,10,0,6,0,2,29,3.357143,3.071429,3.285714,3.285714,3.285714,7
Specialty,Monastyrskiy Kvas Monastyrskiy Black Currant Kvas,Monastyrskiy Kvas Monastyrskiy Black Currant Kvas,1.5,0,0,2,7,0,0,44,14,0,27,0,2,12,4.1,3.6,3.1,3.6,3.5,5
Specialty,"Darl, Tov Danilo Classic Kvas","Darl, Tov Danilo Classic Kvas",1.5,0,0,5,15,4,3,28,9,0,6,1,2,26,3,3.083333,2.916667,3.333333,3.25,6
Specialty,"Darl, Tov Danilo Okroshka Kvas","Darl, Tov Danilo Okroshka Kvas",1.5,0,0,1,8,0,1,16,2,0,5,3,1,10,3.5,3.5,2.833333,2.833333,2.833333,3
Specialty,"Darl, Tov Danilo Pohmilny Kvas","Darl, Tov Danilo Pohmilny Kvas",1.5,0,0,4,8,3,3,19,6,0,4,1,4,19,3,3,3.25,3.25,3,2
Specialty,Israel Beer Breweries Ltd. Malty,Israel Beer Breweries Ltd. Malty,0.5,0,0,3,8,4,4,11,1,0,1,1,0,25,3.166667,3.5,3,3.5,3.833333,3
Specialty,Vofas-Engelman Smetonika Gira,Vofas-Engelman Smetonika Gira,1.2,0,0,2,4,2,1,14,3,0,5,1,1,16,3.166667,3.5,3.666667,3.166667,3.5,3
Specialty,Borodino ZAO Borodinskiy Kvas,Borodino ZAO Borodinskiy Kvas,1.2,0,0,2,4,2,2,15,8,0,7,1,1,30,3.75,3,3.25,3.75,3.75,2
Specialty,Radomyshlskij Pivovarennyj Zavod Drevlyansky Kvass,Radomyshlskij Pivovarennyj Zavod Drevlyansky Kvass,1.5,0,0,0,3,3,1,13,10,0,7,0,0,13,4,3.5,3.5,4.5,4.5,2
Specialty,SP Etrus Olimpia Kvas,SP Etrus Olimpia Kvas,1.5,0,0,0,1,0,0,0,1,0,1,0,0,0,3,3.25,3,3.75,3.5,2
Lager,Anheuser-Busch Budweiser,Anheuser-Busch Budweiser,5,8,18,6,17,4,15,16,10,0,6,15,3,50,2.189644,2.516476,2.4731,2.420309,2.883995,1487
Lager,Pabst Brewing Company Pabst Blue Ribbon (PBR),Pabst Brewing Company Pabst Blue Ribbon (PBR),4.74,8,18,13,19,6,8,16,10,1,9,15,1,23,2.681507,2.90137,3.006164,3.10137,3.612329,1460
Lager,Grupo Modelo S.A. de C.V. Corona Extra,Grupo Modelo S.A. de C.V. Corona Extra,4.6,8,18,10,15,5,13,10,22,3,19,17,4,22,1.950274,2.291058,2.300639,2.1875,2.60812,1096
Lager,Miller Brewing Co. Miller High Life,Miller Brewing Co. Miller High Life,4.6,8,18,15,16,5,8,12,3,5,3,14,5,30,2.483173,2.962981,2.864423,2.887019,3.3625,1040
Lager,Desnoes & Geddes Limited Red Stripe Jamaican Lager,Desnoes & Geddes Limited Red Stripe Jamaican Lager,4.7,8,18,5,25,4,14,15,4,0,4,20,3,34,2.761186,2.992729,3.026286,3.053691,3.370246,894
Lager,Latrobe Brewing Co. Rolling Rock Extra Pale,Latrobe Brewing Co. Rolling Rock Extra Pale,4.4,8,18,20,35,14,10,10,7,5,2,19,1,37,2.422051,2.646067,2.716292,2.642556,3.089185,712
Lager,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Dos Equis Special Lager","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Dos Equis Special Lager",4.2,8,18,29,20,16,17,40,11,3,11,32,11,67,2.513627,2.757862,2.814465,2.733753,3.08805,477
Lager,Grupo Modelo S.A. de C.V. Modelo Especial,Grupo Modelo S.A. de C.V. Modelo Especial,4.4,8,18,23,19,4,21,19,14,2,10,34,4,43,2.626126,2.912162,2.920045,2.906532,3.207207,444
Lager,Miller Brewing Co. Miller Genuine Draft,Miller Brewing Co. Miller Genuine Draft,4.66,8,18,12,20,3,7,23,11,2,8,9,0,35,2.127677,2.579077,2.430807,2.295717,2.662273,607
Lager,Labatt Brewing Company Ltd. Labatt Blue,Labatt Brewing Company Ltd. Labatt Blue,5,8,18,16,22,6,15,36,9,3,23,20,2,32,2.406096,2.69028,2.69687,2.672982,3.060956,607
Lager,Foster's Group Limited Foster's Lager,Foster's Group Limited Foster's Lager,5,8,18,17,30,7,25,24,5,0,4,31,1,38,2.47089,2.934075,2.726027,2.614726,2.880993,584
Lager,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Tecate","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Tecate",4.5,8,18,23,14,1,12,27,17,0,20,17,2,24,2.38866,2.73299,2.709278,2.591753,2.952577,485
Lager,Margaritaville Brewing Co. Landshark Lager,Margaritaville Brewing Co. Landshark Lager,4.6,8,18,17,26,9,15,31,14,1,18,19,3,43,2.334177,2.791139,2.635443,2.487342,2.85443,395
Lager,Molson Coors Canada Molson Canadian Lager,Molson Coors Canada Molson Canadian Lager,5,8,18,31,36,11,7,27,7,4,9,11,2,65,2.666667,2.976344,2.97957,2.939785,3.289247,465
Lager,Anheuser-Busch Busch Beer,Anheuser-Busch Busch Beer,4.3,8,18,14,29,5,13,19,2,4,3,17,2,46,1.90107,2.131016,2.125668,2.090909,2.475936,374
Lager,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Sol","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Sol",4.5,8,18,15,29,2,9,20,9,0,7,10,1,27,2.288779,2.579208,2.557756,2.442244,2.839934,303
Lager,Anheuser-Busch Natural Ice,Anheuser-Busch Natural Ice,5.9,8,18,4,19,13,9,17,5,0,5,11,1,18,1.81993,2.136364,2.115385,1.942308,2.339161,286
Lager,Narragansett Brewing Co. Narragansett Lager,Narragansett Brewing Co. Narragansett Lager,5,8,18,30,17,2,28,20,8,4,10,36,3,37,3.198077,3.451923,3.440385,3.475,3.780769,260
Lager,Miller Brewing Co. Icehouse,Miller Brewing Co. Icehouse,5.5,8,18,5,24,19,16,22,3,0,2,19,4,26,2.173716,2.490937,2.409366,2.339879,2.55136,331
Lager,Coors Brewing Company Batch 19,Coors Brewing Company Batch 19,5.5,8,18,8,16,7,23,20,8,0,2,26,4,43,3.326087,3.586957,3.5,3.434783,3.434783,23
Lager,Anheuser-Busch Bud Ice,Anheuser-Busch Bud Ice,5.5,8,18,4,18,14,7,9,5,0,0,7,3,26,1.959144,2.324903,2.128405,2.048638,2.383268,257
Lager,Hamm's Brewing Co. Hamm's,Hamm's Brewing Co. Hamm's,4.6,8,18,10,19,2,22,32,6,2,13,28,3,32,2.587349,2.789157,2.76506,2.792169,3.192771,166
Lager,Pabst Brewing Company Lone Star Beer,Pabst Brewing Company Lone Star Beer,4.65,8,18,15,20,7,21,22,6,2,3,29,1,46,2.305128,2.55641,2.54359,2.487179,2.866667,195
Lager,Pabst Brewing Company Old Milwaukee Beer,Pabst Brewing Company Old Milwaukee Beer,4.6,8,18,7,18,3,11,10,3,0,4,17,4,29,2.343882,2.584388,2.508439,2.533755,2.810127,237
Lager,Cerveceria Nacional Dominicana Presidente,Cerveceria Nacional Dominicana Presidente,5,8,18,16,27,6,22,21,15,5,12,38,7,47,2.454054,2.964865,2.816216,2.732432,3.048649,185
Lager,Miller Brewing Co. Milwaukee's Best Dry,Miller Brewing Co. Milwaukee's Best Dry,4.8,8,18,21,17,11,15,15,11,4,5,38,2,53,2.25,2.75,2.25,1.5,2,2
Lager,Miller Brewing Co. Red Dog,Miller Brewing Co. Red Dog,5,8,18,16,24,6,17,14,7,3,3,35,5,38,2.111111,2.319444,2.325,2.288889,2.563889,180
Lager,Coors Brewing Company Keystone Ice,Coors Brewing Company Keystone Ice,5.9,8,18,20,25,7,18,39,13,4,7,35,3,50,1.906475,2.18705,2.079137,1.985612,2.334532,139
Lager,Pabst Brewing Company Old Style,Pabst Brewing Company Old Style,4.64,8,18,13,25,12,20,16,9,0,2,25,4,34,2.701149,2.864943,2.948276,2.977011,3.324713,174
Lager,Miller Brewing Co. Milwaukee's Best Ice,Miller Brewing Co. Milwaukee's Best Ice,5.9,8,18,24,41,29,19,23,7,3,6,34,3,57,2.1,2.597143,2.402857,2.268571,2.602857,175
Lager,Genesee Brewing Co. / Dundee Brewing Co. Genesee Beer,Genesee Brewing Co. / Dundee Brewing Co. Genesee Beer,4.5,8,18,11,33,3,17,21,8,1,8,29,5,48,2.611765,2.905882,2.85,2.811765,3.047059,170
Lager,Jacob Leinenkugel Brewing Company Leinenkugel's Original,Jacob Leinenkugel Brewing Company Leinenkugel's Original,4.6,8,18,17,28,4,29,24,9,4,5,42,3,43,2.742424,3.060606,2.960606,2.978788,3.275758,165
Lager,Pabst Brewing Company Stroh's,Pabst Brewing Company Stroh's,4.6,8,18,17,20,8,29,24,6,3,5,49,11,51,2.701571,2.900524,2.884817,3.013089,3.264398,191
Lager,August Schell Brewing Company Grain Belt Premium,August Schell Brewing Company Grain Belt Premium,4.7,8,18,15,17,8,8,37,13,6,17,26,4,56,3.036145,3.268072,3.26506,3.400602,3.743976,166
Lager,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Carta Blanca","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Carta Blanca",4.5,8,18,33,26,4,12,28,10,4,12,23,4,39,2.568452,2.815476,2.791667,2.75,3.026786,168
Lager,Cerveceria Costa Rica Imperial,Cerveceria Costa Rica Imperial,4.5,8,18,34,23,4,22,30,10,6,15,51,7,53,2.723881,3.026119,2.925373,2.865672,3.130597,134
Lager,Pabst Brewing Company National Bohemian Beer,Pabst Brewing Company National Bohemian Beer,4.28,8,18,14,24,2,15,14,7,2,5,23,4,27,2.64433,2.798969,3.092784,3.087629,3.57732,97
Lager,Pittsburgh Brewing Co. Iron City Beer,Pittsburgh Brewing Co. Iron City Beer,4.7,8,18,10,15,4,13,10,6,0,4,13,0,31,2.34542,2.646947,2.601145,2.526718,2.818702,262
Lager,JOS. Schlitz Brewing Co. (Pabst) Schlitz Gusto (Classic 1960's Formula),JOS. Schlitz Brewing Co. (Pabst) Schlitz Gusto (Classic 1960's Formula),4.7,8,18,16,19,5,24,12,10,5,7,45,4,45,3.385417,3.507812,3.65625,3.757812,3.960938,192
Lager,United Breweries - UB Group Taj Mahal Premium Lager,United Breweries - UB Group Taj Mahal Premium Lager,4.5,8,18,32,22,2,26,22,7,5,4,54,9,64,2.508242,2.807692,2.673077,2.505495,2.758242,182
Lager,Molson Coors Canada Molson Ice,Molson Coors Canada Molson Ice,5.6,8,18,21,18,22,18,24,12,4,8,38,3,55,2.309816,2.812883,2.684049,2.625767,2.815951,163
Lager,"Lion Brewery, Inc. Lionshead Pilsner","Lion Brewery, Inc. Lionshead Pilsner",4.5,8,18,21,34,7,16,39,11,1,8,17,1,44,2.817308,2.980769,3.048077,3.080128,3.519231,156
Lager,Carib Brewery Limited Carib Lager,Carib Brewery Limited Carib Lager,5,8,18,16,18,3,14,23,9,0,14,18,5,28,2.513072,2.882353,2.803922,2.810458,3.107843,153
Lager,Birra Peroni Industriale S.p.A. Birra Peroni,Birra Peroni Industriale S.p.A. Birra Peroni,4.7,8,18,21,24,5,20,14,1,2,3,33,2,41,2.625,2.75,2.75,2.5,2.625,4
Lager,UNICER União Cervejeira S.A. Super Bock,UNICER União Cervejeira S.A. Super Bock,5.2,8,18,9,23,8,26,22,1,0,2,45,1,48,2.665,3.05,2.905,2.75,2.96,100
Lager,Kona Brewing Co. Longboard Island Lager,Kona Brewing Co. Longboard Island Lager,4.6,30,45,22,25,6,32,23,20,3,18,35,5,39,3.185225,3.341542,3.470021,3.440043,3.625268,467
Lager,Sapporo Breweries Ltd. Sapporo Premium Beer,Sapporo Breweries Ltd. Sapporo Premium Beer,4.9,30,45,18,15,1,7,16,8,3,9,12,0,36,2.678926,3.074553,2.959245,2.922465,3.172962,503
Lager,"Kirin Brewery Company, Limited Kirin Ichiban","Kirin Brewery Company, Limited Kirin Ichiban",5,30,45,22,23,5,24,25,10,5,17,39,3,60,2.450397,2.872024,2.672619,2.540675,2.816468,504
Lager,Moosehead Breweries Ltd. Alpine Lager,Moosehead Breweries Ltd. Alpine Lager,5,30,45,35,26,3,35,31,12,2,8,56,7,40,2.815789,3.052632,3,2.973684,3.263158,19
Lager,New Glarus Brewing Company Totally Naked,New Glarus Brewing Company Totally Naked,4.25,30,45,32,33,4,41,33,10,7,13,74,8,78,3.279018,3.642857,3.504464,3.410714,3.736607,224
Lager,Anheuser-Busch Michelob (Original Lager),Anheuser-Busch Michelob (Original Lager),5,30,45,22,17,5,21,8,2,0,3,26,2,40,2.599174,2.926997,2.822314,2.856749,3.165289,363
Lager,Spoetzl Brewery Shiner Kosmos Reserve,Spoetzl Brewery Shiner Kosmos Reserve,4.98,30,45,20,29,9,39,33,21,0,22,51,4,46,3.148649,3.344595,3.358108,3.375,3.516892,148
Lager,Spoetzl Brewery Shiner Blonde,Spoetzl Brewery Shiner Blonde,4.4,30,45,18,17,6,16,37,7,1,10,28,0,46,2.733871,2.913306,3.012097,2.858871,3.191532,248
Lager,Molson Coors Canada Molson Golden,Molson Coors Canada Molson Golden,5,30,45,16,20,6,25,14,9,3,2,33,4,43,2.532178,2.928218,2.846535,2.762376,3.032178,202
Lager,Avery Brewing Company Joe's Premium American Pilsner,Avery Brewing Company Joe's Premium American Pilsner,4.7,30,45,33,37,6,41,28,26,12,33,89,10,59,3.625786,3.767296,3.779874,3.789308,3.86478,159
